index,word,value

0,,0

24,private,0.11552453009332421

163,domestic,0.1831020481113516

224,international,0.030386926132325763

19,strengthen,0.11552453009332421

194,enabling,0.1831020481113516

7,environments,0.1831020481113516

218,mobilized,0.18325814637483104

186,advance,0.18325814637483104

55,mobilize,0.18325814637483104

50,resources,0.10216512475319815

96,sustainable,0.04462871026284196

96,sustainable,0.04462871026284196

217,development,-0.2351146659608476

219,ensure,0.18325814637483104

217,development,-0.2351146659608476

145,including,0.10216512475319815

208,left,-1.0986122886681098

47,progressive,0.13515503603605478

67,taxation,0.13515503603605478

93,partnerships,-0.09589402415059363

116,capacity-building,0.0

46,investment,0.0

34,high-speed,0.13515503603605478

90,broadband,0.13515503603605478

59,internet,0.13515503603605478

203,connections,0.1831020481113516

130,enhance,0.1831020481113516

224,international,0.030386926132325763

76,countries,0.0

127,focus,0.1831020481113516

205,particular,0.1831020481113516

73,cooperation,0.07994511256220323

212,improve,0.17896613835648115

168,access,0.17896613835648115

65,science,0.17896613835648115

22,planning,0.17896613835648115

44,investable,0.17896613835648115

187,projects,0.17896613835648115

30,technology,0.17896613835648115

125,innovation,0.17896613835648115

89,economic,0.12104255148388623

181,pipelines,0.17896613835648115

174,building,0.17896613835648115

167,national,0.12104255148388623

197,financing,0.17896613835648115

204,opportunity,0.18325814637483104

70,facilitate,0.18325814637483104

113,knowledge-,0.18325814637483104

193,frameworks,0.10216512475319815

195,sdgs,0.18325814637483104

196,sharing,0.17328679513998632

206,reduce,0.17328679513998632

27,transaction,0.17328679513998632

223,costs,0.17328679513998632

217,development,-0.3662040962227032

104,partners,0.13515503603605478

142,align,0.0

221,greater,0.1831020481113516

220,effort,0.1831020481113516

153,needed,0.11552453009332421

142,align,0.11552453009332421

121,support,0.1831020481113516

5,governments,0.11552453009332421

217,development,-0.2351146659608476

73,cooperation,0.04462871026284196

167,national,0.10216512475319815

217,development,-0.2351146659608476

132,strategies,0.18325814637483104

110,nationally-defined,0.17328679513998632

217,development,-0.2027325540540822

108,results,0.07192051811294521

193,frameworks,0.07192051811294521

54,priorities,0.0

108,results,-0.20273255405408222

93,partnerships,-0.34657359027997264

75,planned,0.0

20,tremendous,0.18325814637483104

28,potential,0.18325814637483104

105,implemented,0.18325814637483104

154,view,0.18325814637483104

64,combining,0.18325814637483104

93,partnerships,0.06757751801802739

192,drive,0.1831020481113516

88,change,0.1831020481113516

60,efforts,0.11552453009332421

50,resources,0.11552453009332421

2,expertise,0.1831020481113516

31,supported,0.11552453009332421

36,policy,0.11552453009332421

94,institutional,0.1831020481113516

141,different,0.1831020481113516

160,stakeholders,0.1831020481113516

177,effectively,0.1831020481113516

103,broader,0.13515503603605478

180,systemic,0.13515503603605478

60,efforts,0.0

8,enhanced,0.17328679513998632

179,debt,0.07192051811294521

222,management,0.07192051811294521

51,capacities,0.17328679513998632

171,context-specific,-0.6931471805599453

153,needed,-0.20273255405408222

72,developing,0.0

224,international,0.0

84,trade,0.10216512475319815

52,engine,0.18325814637483104

76,countries,-0.03646431135879092

145,including,0.10216512475319815

157,inclusive,0.17896613835648115

89,economic,0.12104255148388623

123,growth,0.17896613835648115

48,poverty,0.17896613835648115

224,international,0.04806746237445898

73,cooperation,0.07994511256220323

17,technical,0.12104255148388623

77,reduction,0.1831020481113516

111,strong,0.11552453009332421

119,commitment,0.1831020481113516

9,assistance,0.11552453009332421

179,debt,0.11552453009332421

222,management,0.11552453009332421

178,open,0.12260365662646577

99,fair,0.17328679513998632

182,mutually,0.17328679513998632

21,beneficial,0.17328679513998632

84,trade,0.12260365662646577

217,development,-0.014722879457047939

158,analytical,0.17328679513998632

87,tools,0.17328679513998632

39,critical,-1.0986122886681098

150,advise,0.13515503603605478

5,governments,0.0

98,emerging,0.13515503603605478

102,vulnerabilities,-0.6931471805599453

57,availability,0.13515503603605478

136,quality,0.13515503603605478

40,accessible,0.13515503603605478

178,open,0.12260365662646577

198,timely,0.17328679513998632

112,disaggregated,0.17328679513998632

63,data,0.035960259056472606

74,establishing,0.17328679513998632

111,strong,0.12260365662646577

