index,word,value
0,,0
354,3389/feduc,-0.6931471805599453
266,appendix,-0.6931471805599453
282,videoanalysisgrid,-0.6931471805599453
50,descriptionofspeciﬁcskills,-0.6931471805599453
364,communication,-0.6931471805599453
26,spontaneousspeech,0.0
120,vocabularyv,0.0
69,sentencestructureandsyntaxss,-0.6931471805599453
293,pronunciationp,-0.6931471805599453
264,receptivity,0.0
116,looksatthespeakerlas,0.0
485,listenstothespeakerlts,-0.6931471805599453
44,waitstheirturnwt,-0.6931471805599453
220,response,0.0
194,respondstoquestionsrq,0.0
481,socialskills,-0.6931471805599453
160,engagement,0.0
442,abilitytoformarelationshipra,0.0
229,laughs/jokeslj,-0.6931471805599453
130,givescomplimentsgc,-0.6931471805599453
198,politenessp,-0.6931471805599453
470,showsappreciationsa,-0.6931471805599453
343,compliance,0.0
104,compliancewithtrainersrequestscr,0.0
83,musicalskills,-0.6931471805599453
102,rhythmic,0.0
281,musicalbeatmb,0.0
351,rhythmicimitationri,-0.6931471805599453
453,synchronyofsoundandmovementssm,-0.6931471805599453
152,vocal,0.0
232,vocalaccuracyva,0.0
332,vocalplacementvp,-0.6931471805599453
186,motorskillswithinstruments,0.0
214,mi,0.0
378,auditoryrecognition,0.0
491,ar,0.0
32,creativity,0.0
155,c,0.0
246,scorereading,0.0
339,sc,0.0
327,autonomy,-0.6931471805599453
90,parental,0.0
416,ps,0.0
208,support,-0.6931471805599453
472,initiative,0.0
0,abilitytoinitiatecommunicationoractionsai,0.0
2,decision-making,0.0
431,dm,0.0
438,technologyskills,-0.6931471805599453
489,device/zoomuse,0.0
228,duzu,0.0
201,ratingscale,-0.6931471805599453
213,regression,-0.6931471805599453
389,nochange,-0.6931471805599453
224,nochangewithgoodskillsatthestart,-0.6931471805599453
34,slightimprovement,-0.6931471805599453
146,slightimprovementwithgoodskillsatthestart,-0.6931471805599453
271,signiﬁcantimprovement,-0.6931471805599453
411,notableimprovement,-0.6931471805599453
387,frontiersineducation,0.0
445,frontiersin,-0.34657359027997264
168,orgfpsyg-13-866270,0.13515503603605478
252,august32022,0.13515503603605478
187,time1255,0.13515503603605478
408,santhanasamyandyunus,0.0
150,theflippedlearningandblendspace,0.0
242,sudarmaji,-0.6931471805599453
425,amaliyah,0.0
113,anwar,0.0
