index,word,value
0,,0
40,ﬁrst,0.18325814637483104
71,stage,0.10216512475319815
85,unlocking,0.18325814637483104
47,unlock,0.10216512475319815
99,allowed,0.10216512475319815
6,restaurants,0.17328679513998632
115,shopping,0.17328679513998632
29,malls,0.17328679513998632
136,reopen,0.17328679513998632
71,stage,0.24520731325293155
47,unlock,0.24520731325293155
99,allowed,0.12260365662646577
67,limited,0.17328679513998632
139,travel,0.17328679513998632
71,stage,0.24520731325293155
47,unlock,0.24520731325293155
81,gyms,0.17328679513998632
54,reopened,-0.6931471805599453
98,9j,-0.6931471805599453
61,asio,0.17896613835648115
117,/,0.17896613835648115
1,international,0.17896613835648115
41,journal,0.12104255148388623
82,didactical,0.17896613835648115
87,studies,0.17896613835648115
88,8/8,0.17896613835648115
104,sheehan,-0.6931471805599453
95,shi,-0.6931471805599453
91,employment,0.11552453009332421
102,productivity,0.0
22,benefits,0.1831020481113516
42,enhanced,0.1831020481113516
52,educational,0.1831020481113516
70,outcomes,0.1831020481113516
27,preliminary,0.13515503603605478
39,modeling,0.13515503603605478
79,approach,0.13515503603605478
41,journal,0.07192051811294521
125,adolescent,0.17328679513998632
51,health,0.17328679513998632
122,s44-s55,0.17328679513998632
133,https//doi,-1.9459101490553135
106,org/10,-1.791759469228055
121,1016/,-0.6931471805599453
86,adolhealth,-0.6931471805599453
76,siltala,-0.6931471805599453
130,public,0.04462871026284196
134,management,0.10216512475319815
145,evidence-based,0.18325814637483104
127,worst,0.18325814637483104
111,practice,0.18325814637483104
64,administration,-0.20273255405408222
5,society,0.0
38,468-493,-0.6931471805599453
133,https//doi,-1.9459101490553135
106,org/10,-1.791759469228055
30,1177/0095399713483385,-0.6931471805599453
119,taylor,-0.6931471805599453
32,steel,-0.6931471805599453
126,simon,-0.6931471805599453
69,influence,0.1831020481113516
112,job,0.13515503603605478
105,attributes,0.1831020481113516
56,culture,0.1831020481113516
112,job,0.13515503603605478
102,productivity,0.0
34,comparing,0.17328679513998632
43,views,0.17328679513998632
130,public,0.08664339756999316
58,servants,0.17328679513998632
116,asia,0.17328679513998632
143,pacific,0.17328679513998632
108,united,0.17328679513998632
147,states,0.17328679513998632
89,review,-0.20273255405408222
130,public,-0.34657359027997264
59,personnel,0.13515503603605478
64,administration,0.0
93,205-224,0.13515503603605478
133,https//doi,-1.9459101490553135
106,org/10,-1.791759469228055
24,1177/0734371x13484828,-0.6931471805599453
92,tetteh,-0.6931471805599453
80,attiogbe,-0.6931471805599453
123,work-life,0.1831020481113516
128,balance,0.1831020481113516
2,working,0.1831020481113516
100,university,0.1831020481113516
66,students,0.1831020481113516
7,ghana,0.06757751801802739
77,higher,0.1831020481113516
96,education,0.1831020481113516
55,skills,0.1831020481113516
9,work-based,0.1831020481113516
124,learning,0.1831020481113516
0,525-537,0.1831020481113516
133,https//doi,-1.9459101490553135
106,org/10,-1.791759469228055
84,1108/heswbl-08-,-0.6931471805599453
101,2018-0079,-0.6931471805599453
113,tsuo,0.0
142,m-w,0.0
28,yang,0.0
90,c-h,0.0
53,gender,0.18325814637483104
46,structure,0.18325814637483104
118,affect,0.18325814637483104
16,firm,0.18325814637483104
102,productivity,-0.03646431135879092
50,evidence,0.0
18,china,-0.20273255405408222
18,china,0.07192051811294521
114,economic,0.17328679513998632
89,review,0.07192051811294521
65,19-36,0.17328679513998632
133,https//doi,-1.9459101490553135
106,org/10,-1.791759469228055
11,1016/j,-0.6931471805599453
36,chieco,-0.6931471805599453
48,vandenberghe,-0.6931471805599453
102,productivity,-0.5493061443340549
20,challenge,0.0
8,expect,0.17328679513998632
33,better-quality,0.17328679513998632
3,labor,0.17328679513998632
49,capital,0.17328679513998632
135,inputs,-0.6931471805599453
97,applied,0.13515503603605478
141,economics,0.13515503603605478
15,4013-4025,0.13515503603605478
133,https//doi,-1.9459101490553135
146,org/1080/00036846,-0.6931471805599453
37,social,0.16711971075291934
17,marketing,0.16711971075291934
112,job,0.09010335735736986
31,quality,0.09010335735736986
131,micro,0.09010335735736986
74,small,0.06530962943356879
60,enterprises,0.09010335735736986
7,ghana,0.09010335735736986
19,chris,0.16711971075291934
94,seeley,-0.6931471805599453
14,organizing,0.17328679513998632
107,informal,0.17328679513998632
21,economy,0.17328679513998632
129,case,0.17328679513998632
120,study,0.17328679513998632
4,municipal,0.17328679513998632
44,waste,0.17328679513998632
134,management,0.12260365662646577
10,industry,0.17328679513998632
45,south,0.17328679513998632
63,africa,0.17328679513998632
132,series,0.12260365662646577
109,representation,0.17328679513998632
57,organization,0.17328679513998632
137,building,0.17328679513998632
140,melanie,0.17328679513998632
13,samson,0.0
72,forthcoming,0.0
102,productivity,0.035960259056472606
83,decent,0.17328679513998632
91,employment,0.12260365662646577
103,poverty,0.17328679513998632
68,conceptual,0.17328679513998632
35,practical,0.17328679513998632
26,issues,0.17328679513998632
78,related,0.17328679513998632
74,small,-0.05578588782855243
60,enterprises,0.0
73,paul,0.17328679513998632
25,vandenberg,0.17328679513998632
112,job,0.18392743848699636
31,quality,0.09196371924349818
131,micro,0.09196371924349818
74,small,0.0716779418512973
60,enterprises,0.09196371924349818
7,ghana,0.09196371924349818
12,field,0.15497709929440232
138,research,0.15497709929440232
23,results,0.15497709929440232
132,series,0.11811663492093281
112,job,0.18392743848699636
31,quality,0.07994511256220323
131,micro,0.07994511256220323
74,small,0.04806746237445898
62,enterprise,0.17896613835648115
75,development,0.17896613835648115
110,peter,0.17896613835648115
144,morton,0.17896613835648115
