index,word,value
0,,0
160,fits,0.13515503603605478
156,increase,-0.09589402415059363
294,omy,0.13515503603605478
263,three-quarters,0.13515503603605478
370,diet,0.13515503603605478
72,sustainably,0.13515503603605478
208,resilience,0.1831020481113516
363,people,0.06757751801802739
231,top-ranking,0.1831020481113516
58,global,-0.025691779971209725
244,sourced,0.1831020481113516
369,consuming,0.1831020481113516
25,impacts,-0.09589402415059363
318,climate,-0.23104906018664842
38,change,-0.23104906018664842
113,prescription,0.17328679513998632
237,drugs,0.17328679513998632
161,con-,0.17328679513998632
60,need,0.17328679513998632
131,tain,0.1831020481113516
259,components,0.1831020481113516
440,derived,0.1831020481113516
133,limiting,0.1831020481113516
171,energy,0.1831020481113516
226,usage,0.1831020481113516
110,forests,-0.34657359027997264
149,nature,0.0
380,plant,0.17328679513998632
190,extracts,0.17328679513998632
6,efficient,0.17328679513998632
93,heating,0.17328679513998632
422,also,0.0
401,important,0.13515503603605478
265,recre-,0.13515503603605478
201,threatened,-0.6931471805599453
449,cooling,0.0
54,systems,-0.34657359027997264
444,ation,0.13515503603605478
283,mental,0.13515503603605478
108,well-be-,0.13515503603605478
419,natural,-0.09589402415059363
218,disasters,0.13515503603605478
63,caused,0.13515503603605478
336,ing,-0.6931471805599453
28,cultures,0.13515503603605478
422,also,0.0
56,respect-,0.13515503603605478
42,ecosystems,-0.6931471805599453
212,disrupted,0.0
419,natural,0.0
388,landscapes,0.17328679513998632
185,ful,0.17328679513998632
326,wildlife,0.0
430,human,-0.5493061443340549
115,impact,-0.20273255405408222
364,closely,0.17328679513998632
140,linked,0.17328679513998632
142,spiritual,0.17328679513998632
268,ecotour-,0.17328679513998632
318,climate,-0.5493061443340549
38,change,-0.5493061443340549
235,values,0.18325814637483104
426,religious,0.18325814637483104
400,beliefs,0.18325814637483104
382,ism,0.18325814637483104
240,opportunities,0.18325814637483104
448,cost,-0.4581453659370775
116,world,-0.20273255405408222
30,traditional,0.0
216,teachings,0.0
120,responsibly,0.0
312,ethically,0.0
195,us300,0.13515503603605478
59,billion,-0.09589402415059363
393,year,-0.09589402415059363
282,run,0.13515503603605478
453,order,0.13515503603605478
347,prevent,0.13515503603605478
448,cost,-0.1702752079219969
186,deforestation,0.13515503603605478
48,for-,0.13515503603605478
326,wildlife,-0.34657359027997264
310,disturbance,0.0
2,est,0.13515503603605478
114,degradation,0.0
99,results,0.13515503603605478
132,correct,-0.20273255405408222
184,problem,-0.34657359027997264
247,loss,-0.10136627702704111
276,habitat,0.17328679513998632
447,well-managed,0.17328679513998632
127,protected,0.07192051811294521
365,forum,0.17896613835648115
110,forests,0.07994511256220323
324,species,0.17896613835648115
75,decrease,0.17896613835648115
79,areas,0.07994511256220323
299,support,0.12104255148388623
269,healthy,0.07994511256220323
229,secretariat,0.18325814637483104
376,estimates,0.18325814637483104
90,freshwater,0.18325814637483104
252,quality,0.18325814637483104
42,ecosystems,-0.09400072584914712
164,achieving,0.12260365662646577
148,sustainable,0.01669142407806532
156,increase,0.08664339756999316
273,soil,0.17328679513998632
175,erosion,0.17328679513998632
279,turn,0.17328679513998632
363,people,0.08664339756999316
269,healthy,0.08664339756999316
123,forest,0.04462871026284196
136,management,0.04462871026284196
228,land,0.10216512475319815
114,degradation,0.10216512475319815
23,critical,0.18325814637483104
58,global,0.01669142407806532
267,scale,0.17328679513998632
448,cost,0.058750453655716954
316,higher,0.17328679513998632
368,emissions,0.17328679513998632
404,car-,0.17328679513998632
5,secure,0.12260365662646577
154,involvement,0.17328679513998632
206,us70-160,0.17328679513998632
59,billion,0.0
352,bon,0.17328679513998632
174,atmosphere,0.17328679513998632
323,local,-0.4581453659370775
338,communi-,0.0
393,year,-1.3862943611198906
425,convention,0.1831020481113516
124,short,0.1831020481113516
432,taking,0.1831020481113516
329,action,0.11552453009332421
351,ties,0.1831020481113516
367,development,-0.08513760396099845
234,biological,0.11552453009332421
309,diversity,0.11552453009332421
82,esti-,0.1831020481113516
110,forests,0.06757751801802739
25,impacts,0.06757751801802739
136,management,0.06757751801802739
284,mates,0.1831020481113516
295,us150-440,0.1831020481113516
349,health,0.06757751801802739
431,planet,0.1831020481113516
127,protected,0.11552453009332421
79,areas,0.06757751801802739
59,billion,0.0
393,year,0.0
26,required,0.17328679513998632
210,communities,0.07192051811294521
248,halt,0.13515503603605478
247,loss,-0.23104906018664842
340,biodi-,0.13515503603605478
150,goal,-0.6931471805599453
387,versity,0.13515503603605478
58,global,-0.2824326201290679
107,level,0.13515503603605478
148,sustainable,-1.9459101490553135
344,middle,-0.20273255405408222
428,century,0.0
332,inevitably,0.0
38,change,-0.5493061443340549
367,development,-0.40132426810864535
119,goals,0.0
222,visit,0.13515503603605478
42,ecosystems,-2.0794415416798357
448,cost,-1.6094379124341003
406,pres-,0.0
100,http//www,-0.20273255405408222
321,org/,-0.6931471805599453
243,dont,0.13515503603605478
132,correct,0.0
184,problem,-0.09589402415059363
103,encebut,0.13515503603605478
383,make,0.13515503603605478
101,sustainabledevelopment,0.13515503603605478
134,choices,0.0
70,affirm,0.0
94,biodiversity,-0.46209812037329684
192,delivers,0.13515503603605478
109,mul-,0.13515503603605478
309,diversity,-0.20273255405408222
378,devalue,0.0
392,tiple,0.13515503603605478
386,services,-0.09589402415059363
323,local,-0.1702752079219969
