index,word,value
0,,0
53,child,-0.6931471805599453
14,froom,0.17896613835648115
143,vertypolicy,0.17896613835648115
68,research,0.24208510296777247
147,report,-0.07180412236597315
54,policy,0.04806746237445898
68,research,0.24208510296777247
147,report,-0.07180412236597315
95,world,0.010536051565782635
123,bank,0.06931471805599453
111,adopted,0.16094379124341004
5,two,0.12039728043259362
67,goals,-0.04054651081081645
157,guide,0.16094379124341004
9,work,0.16094379124341004
44,ending,0.12039728043259362
42,extreme,0.12039728043259362
47,poverty,0.0
10,boosting,-0.09589402415059363
139,shared,-0.2824326201290679
18,prosperity,-0.2824326201290679
95,world,-0.0675775180180274
123,bank,0.030386926132325763
54,policy,0.030386926132325763
68,research,0.11552453009332421
147,report,-0.0675775180180274
158,lays,0.1831020481113516
72,conceptual,0.12104255148388623
126,underpinnings,0.17896613835648115
67,goals,-0.21775430058482761
77,assesses,0.17896613835648115
87,reaching,0.17896613835648115
67,goals,-0.21775430058482761
83,take,0.17896613835648115
11,reviews,0.18325814637483104
36,empirical,0.10216512475319815
142,monitoring,0.10216512475319815
67,goals,-0.21972245773362198
112,require,0.10216512475319815
147,report,-0.3662040962227032
58,makes,0.13515503603605478
92,clear,0.13515503603605478
50,achieving,0.17328679513998632
67,goals,-0.07857608242779678
112,require,0.12260365662646577
150,concerted,0.17328679513998632
121,action,0.12260365662646577
131,transformational,0.17328679513998632
15,policies,0.17328679513998632
135,well,0.12260365662646577
16,current,-0.20273255405408222
33,practices,0.0
147,report,-0.1175573329804238
52,also,0.18325814637483104
41,detailed,0.18325814637483104
154,comprehensive,0.18325814637483104
25,account,0.18325814637483104
57,data,0.08664339756999316
17,processes,0.17328679513998632
46,needed,0.17328679513998632
108,measure,0.17328679513998632
114,global,0.08664339756999316
47,poverty,-0.027892943914276214
139,shared,0.01669142407806532
18,prosperity,0.01669142407806532
38,measured,-1.0986122886681098
90,scrupulous,0.15497709929440232
115,exposing,0.15497709929440232
69,fault,0.15497709929440232
163,lines,0.15497709929440232
95,world,0.018242790496559205
93,banks,0.09196371924349818
79,twin,0.055103254870028685
67,goals,-0.028195902573076328
48,absolute,0.15497709929440232
47,poverty,0.008664561800393177
132,ro,0.15497709929440232
61,elimination,0.0
139,shared,-0.2824326201290679
18,prosperity,-0.2824326201290679
22,honest,0.0
89,clearheaded,0.0
21,huge,0.1831020481113516
140,uncertainty,0.1831020481113516
138,attending,0.1831020481113516
47,poverty,-0.08513760396099845
61,elimination,0.11552453009332421
122,goal,0.1831020481113516
127,required,0.0
65,reading,0.13515503603605478
70,approach,0.13515503603605478
19,students,0.0
141,development,-0.2824326201290679
67,goals,-0.5364793041447
45,nancy,0.17896613835648115
20,birdsall,0.17896613835648115
59,president,0.17896613835648115
105,center,0.17896613835648115
114,global,0.07994511256220323
141,development,0.0
151,washington,0.17896613835648115
